dep;sexe;jour;hosp;rea;rad;dc
2A;1;01/04/2020;44;19;20;11
2A;2;01/04/2020;43;5;25;8
2B;0;01/04/2020;8;1;57;2
2B;1;01/04/2020;3;0;29;2
2B;2;01/04/2020;5;1;28;0
30;0;01/04/2020;74;26;25;10
30;1;01/04/2020;44;18;16;8
30;2;01/04/2020;30;8;9;2
31;0;01/04/2020;216;91;108;11
31;1;01/04/2020;152;76;47;8
31;2;01/04/2020;64;15;61;3
32;0;01/04/2020;25;4;4;3
32;1;01/04/2020;19;4;3;3
32;2;01/04/2020;6;0;1;0
33;0;01/04/2020;296;88;225;32
33;1;01/04/2020;181;68;91;14
33;2;01/04/2020;115;20;133;18
34;0;01/04/2020;238;76;169;35
34;1;01/04/2020;143;58;75;18
34;2;01/04/2020;95;18;94;17
35;0;01/04/2020;106;25;62;10
35;1;01/04/2020;72;21;37;6
35;2;01/04/2020;34;4;25;4
36;0;01/04/2020;51;6;4;17
36;1;01/04/2020;30;3;1;9
36;2;01/04/2020;21;3;3;8
37;0;01/04/2020;113;35;37;11
37;1;01/04/2020;61;24;18;9
37;2;01/04/2020;52;11;19;2
38;0;01/04/2020;186;58;91;15
38;1;01/04/2020;111;44;46;9
38;2;01/04/2020;72;14;45;6
39;0;01/04/2020;55;9;25;4
39;1;01/04/2020;25;6;15;3
39;2;01/04/2020;30;3;10;1
40;0;01/04/2020;16;6;7;1
40;1;01/04/2020;8;2;4;1
40;2;01/04/2020;7;3;3;0
41;0;01/04/2020;58;11;17;7
41;1;01/04/2020;35;9;10;4
41;2;01/04/2020;23;2;7;3
42;0;01/04/2020;414;87;106;57
42;1;01/04/2020;249;72;63;42
42;2;01/04/2020;160;15;43;15
43;0;01/04/2020;17;5;18;3
43;1;01/04/2020;14;5;6;2
43;2;01/04/2020;3;0;12;1
44;0;01/04/2020;188;45;81;36
44;1;01/04/2020;117;37;41;23
44;2;01/04/2020;70;8;40;13
45;0;01/04/2020;179;57;42;14
45;1;01/04/2020;106;46;21;7
45;2;01/04/2020;72;11;21;7
46;0;01/04/2020;8;3;13;0
46;1;01/04/2020;5;3;7;0
46;2;01/04/2020;3;0;6;0
47;0;01/04/2020;29;6;8;3
47;1;01/04/2020;18;5;2;3
47;2;01/04/2020;11;1;6;0
48;0;01/04/2020;9;2;7;0
48;1;01/04/2020;6;2;4;0
48;2;01/04/2020;3;0;3;0
49;0;01/04/2020;150;40;127;18
49;1;01/04/2020;95;32;58;11
49;2;01/04/2020;55;8;69;7
50;0;01/04/2020;54;19;18;10
50;1;01/04/2020;31;16;8;4
50;2;01/04/2020;23;3;9;5
51;0;01/04/2020;329;61;196;53
51;1;01/04/2020;198;46;79;34
51;2;01/04/2020;129;15;114;19
52;0;01/04/2020;66;12;20;8
52;1;01/04/2020;37;7;10;3
52;2;01/04/2020;29;5;10;5
53;0;01/04/2020;56;9;11;8
53;1;01/04/2020;32;8;4;3
53;2;01/04/2020;24;1;7;5
54;0;01/04/2020;411;156;132;75
54;1;01/04/2020;234;105;62;46
54;2;01/04/2020;170;49;67;29
55;0;01/04/2020;162;19;78;22
55;1;01/04/2020;94;14;38;12
55;2;01/04/2020;66;5;40;10
56;0;01/04/2020;133;32;86;32
56;1;01/04/2020;76;27;40;19
56;2;01/04/2020;57;5;46;13
57;0;01/04/2020;1021;181;305;212
57;1;01/04/2020;575;139;134;128
57;2;01/04/2020;435;40;166;83
58;0;01/04/2020;12;9;1;3
58;1;01/04/2020;8;8;0;2
58;2;01/04/2020;4;1;1;1
59;0;01/04/2020;613;221;215;81
59;1;01/04/2020;370;156;110;47
59;2;01/04/2020;236;64;104;34
60;0;01/04/2020;293;60;183;119
60;1;01/04/2020;159;43;101;75
60;2;01/04/2020;133;16;82;44
61;0;01/04/2020;49;6;42;5
61;1;01/04/2020;27;5;18;2
61;2;01/04/2020;22;1;24;3
62;0;01/04/2020;275;93;104;23
62;1;01/04/2020;162;70;54;13
62;2;01/04/2020;112;23;50;10
63;0;01/04/2020;77;31;23;2
63;1;01/04/2020;48;26;12;1
63;2;01/04/2020;29;5;11;1
64;0;01/04/2020;73;27;46;10
64;1;01/04/2020;45;17;23;5
64;2;01/04/2020;28;10;23;5
65;0;01/04/2020;39;7;14;1
65;1;01/04/2020;26;3;7;0
65;2;01/04/2020;13;4;7;1
66;0;01/04/2020;111;35;95;15
66;1;01/04/2020;54;24;38;7
66;2;01/04/2020;57;11;57;8
67;0;01/04/2020;1005;267;408;206
67;1;01/04/2020;605;207;222;123
67;2;01/04/2020;393;60;184;83
68;0;01/04/2020;1083;157;686;437
68;1;01/04/2020;596;118;362;275
68;2;01/04/2020;475;36;321;159
69;0;01/04/2020;1114;264;404;153
69;1;01/04/2020;610;191;182;81
69;2;01/04/2020;495;70;191;66
70;0;01/04/2020;68;16;55;22
70;1;01/04/2020;34;10;29;13
70;2;01/04/2020;34;6;25;9
71;0;01/04/2020;173;33;96;50
71;1;01/04/2020;104;27;41;28
71;2;01/04/2020;68;6;54;22
72;0;01/04/2020;99;23;50;13
72;1;01/04/2020;64;16;25;6
72;2;01/04/2020;34;7;25;7
73;0;01/04/2020;110;32;87;6
73;1;01/04/2020;63;26;42;4
73;2;01/04/2020;45;6;45;2
74;0;01/04/2020;250;75;184;39
74;1;01/04/2020;162;61;100;23
74;2;01/04/2020;84;14;82;16
75;0;01/04/2020;2633;720;863;404
75;1;01/04/2020;1617;522;499;270
75;2;01/04/2020;986;193;358;132
76;0;01/04/2020;306;88;91;38
76;1;01/04/2020;172;59;41;27
76;2;01/04/2020;134;29;49;11
77;0;01/04/2020;565;160;262;81
77;1;01/04/2020;344;107;148;51
77;2;01/04/2020;217;52;113;30
78;0;01/04/2020;815;178;347;119
78;1;01/04/2020;474;136;201;73
78;2;01/04/2020;336;42;143;45
79;0;01/04/2020;33;6;22;2
79;1;01/04/2020;17;4;10;0
79;2;01/04/2020;16;2;12;2
80;0;01/04/2020;270;64;100;48
80;1;01/04/2020;153;42;45;30
80;2;01/04/2020;116;22;52;18
81;0;01/04/2020;53;19;12;3
81;1;01/04/2020;27;12;7;2
81;2;01/04/2020;26;7;5;1
82;0;01/04/2020;11;5;3;2
82;1;01/04/2020;10;4;1;2
82;2;01/04/2020;1;1;2;0
83;0;01/04/2020;177;46;192;27
83;1;01/04/2020;110;39;103;14
83;2;01/04/2020;66;7;89;13
84;0;01/04/2020;70;20;48;10
84;1;01/04/2020;40;15;19;6
84;2;01/04/2020;30;5;29;4
85;0;01/04/2020;56;16;27;7
85;1;01/04/2020;38;15;12;4
85;2;01/04/2020;18;1;15;3
86;0;01/04/2020;47;20;27;12
86;1;01/04/2020;31;16;13;3
86;2;01/04/2020;16;4;14;9
87;0;01/04/2020;61;15;15;5
87;1;01/04/2020;31;8;9;3
87;2;01/04/2020;30;7;6;2
88;0;01/04/2020;253;34;121;94
88;1;01/04/2020;136;26;58;58
88;2;01/04/2020;116;8;62;36
89;0;01/04/2020;85;21;13;8
89;1;01/04/2020;50;17;6;7
89;2;01/04/2020;35;4;7;1
90;0;01/04/2020;219;44;91;64
90;1;01/04/2020;124;30;55;37
90;2;01/04/2020;95;14;36;27
91;0;01/04/2020;687;172;166;63
91;1;01/04/2020;409;129;106;39
91;2;01/04/2020;275;43;60;24
92;0;01/04/2020;1638;355;517;173
92;1;01/04/2020;1036;275;259;108
92;2;01/04/2020;582;77;254;64
93;0;01/04/2020;1173;228;358;187
93;1;01/04/2020;726;163;209;107
93;2;01/04/2020;439;62;146;78
94;0;01/04/2020;1368;241;446;186
94;1;01/04/2020;776;170;254;115
94;2;01/04/2020;567;69;191;68
95;0;01/04/2020;730;150;473;156
95;1;01/04/2020;483;110;241;105
95;2;01/04/2020;247;40;229;51
971;0;01/04/2020;35;12;25;7
971;1;01/04/2020;22;11;12;3
971;2;01/04/2020;13;1;13;4
972;0;01/04/2020;63;19;25;3
972;1;01/04/2020;35;11;12;2
972;2;01/04/2020;28;8;13;1
973;0;01/04/2020;5;0;5;0
973;1;01/04/2020;4;0;4;0
973;2;01/04/2020;1;0;1;0
974;0;01/04/2020;53;3;20;0
974;1;01/04/2020;28;3;9;0
974;2;01/04/2020;25;0;11;0
976;0;01/04/2020;0;0;1;0
976;1;01/04/2020;0;0;0;0
976;2;01/04/2020;0;0;1;0
1;0;02/04/2020;105;33;62;14
1;1;02/04/2020;60;21;36;8
1;2;02/04/2020;42;11;22;6
2;0;02/04/2020;186;38;148;67
2;1;02/04/2020;104;21;61;44
2;2;02/04/2020;81;17;86;22
3;0;02/04/2020;36;14;54;6
3;1;02/04/2020;17;7;22;2
3;2;02/04/2020;17;6;32;4
4;0;02/04/2020;25;5;45;3
4;1;02/04/2020;10;4;18;2
4;2;02/04/2020;14;1;27;1
5;0;02/04/2020;59;16;37;1
5;1;02/04/2020;35;11;21;0
5;2;02/04/2020;24;5;16;1
6;0;02/04/2020;182;61;141;32
6;1;02/04/2020;113;41;57;20
6;2;02/04/2020;65;17;81;12
7;0;02/04/2020;83;13;120;23
7;1;02/04/2020;43;9;47;14
7;2;02/04/2020;22;0;62;6
8;0;02/04/2020;66;17;10;1
8;1;02/04/2020;45;12;7;0
8;2;02/04/2020;20;4;3;1
9;0;02/04/2020;17;6;8;1
9;1;02/04/2020;11;3;5;0
9;2;02/04/2020;6;3;3;1
10;0;02/04/2020;104;17;24;20
10;1;02/04/2020;59;11;15;17
10;2;02/04/2020;44;6;8;3
11;0;02/04/2020;101;19;52;21
11;1;02/04/2020;63;15;30;15
11;2;02/04/2020;38;4;22;6
12;0;02/04/2020;52;11;24;7
12;1;02/04/2020;35;8;9;4
12;2;02/04/2020;17;3;15;3
13;0;02/04/2020;946;216;606;65
13;1;02/04/2020;533;155;298;36
13;2;02/04/2020;391;61;287;29
14;0;02/04/2020;126;46;29;9
14;1;02/04/2020;74;34;14;8
14;2;02/04/2020;51;12;15;1
15;0;02/04/2020;21;7;3;0
15;1;02/04/2020;14;5;3;0
15;2;02/04/2020;7;2;0;0
16;0;02/04/2020;19;8;17;3
16;1;02/04/2020;13;6;7;1
16;2;02/04/2020;5;1;10;2
17;0;02/04/2020;66;25;33;11
17;1;02/04/2020;37;18;18;8
17;2;02/04/2020;29;7;15;3
18;0;02/04/2020;38;14;7;14
18;1;02/04/2020;29;13;4;9
18;2;02/04/2020;9;1;3;5
19;0;02/04/2020;38;8;11;4
19;1;02/04/2020;21;7;9;4
19;2;02/04/2020;17;1;2;0
21;0;02/04/2020;202;56;273;63
21;1;02/04/2020;124;42;107;36
21;2;02/04/2020;78;14;163;27
22;0;02/04/2020;59;16;16;9
22;1;02/04/2020;32;11;7;5
22;2;02/04/2020;27;5;9;4
23;0;02/04/2020;11;5;2;0
23;1;02/04/2020;7;4;2;0
23;2;02/04/2020;4;1;0;0
24;0;02/04/2020;15;4;11;1
24;1;02/04/2020;9;3;5;1
24;2;02/04/2020;6;1;6;0
25;0;02/04/2020;186;62;130;35
25;1;02/04/2020;118;51;64;23
25;2;02/04/2020;66;10;66;12
26;0;02/04/2020;229;62;92;44
26;1;02/04/2020;146;49;43;26
26;2;02/04/2020;81;11;49;18
27;0;02/04/2020;54;10;19;10
27;1;02/04/2020;35;9;4;2
27;2;02/04/2020;18;1;14;8
28;0;02/04/2020;146;31;53;18
28;1;02/04/2020;89;22;24;8
28;2;02/04/2020;53;8;25;10
29;0;02/04/2020;66;27;48;7
29;1;02/04/2020;43;22;22;4
29;2;02/04/2020;23;5;25;3
2A;0;02/04/2020;74;22;47;21
2A;1;02/04/2020;38;17;21;13
2A;2;02/04/2020;36;5;26;8
2B;0;02/04/2020;12;3;63;2
2B;1;02/04/2020;5;1;34;2
2B;2;02/04/2020;7;2;29;0
30;0;02/04/2020;74;30;34;11
30;1;02/04/2020;44;23;22;8
30;2;02/04/2020;30;7;12;3
31;0;02/04/2020;214;95;125;13
31;1;02/04/2020;146;78;59;10
31;2;02/04/2020;68;17;66;3
32;0;02/04/2020;27;5;6;3
32;1;02/04/2020;19;5;4;3
32;2;02/04/2020;8;0;2;0
33;0;02/04/2020;298;86;264;33
33;1;02/04/2020;180;67;111;15
33;2;02/04/2020;118;19;152;18
34;0;02/04/2020;245;78;186;39
34;1;02/04/2020;143;60;82;22
34;2;02/04/2020;102;18;104;17
35;0;02/04/2020;128;38;68;12
35;1;02/04/2020;86;30;41;8
35;2;02/04/2020;42;8;27;4
36;0;02/04/2020;49;7;7;17
36;1;02/04/2020;29;4;2;9
36;2;02/04/2020;20;3;5;8
37;0;02/04/2020;138;43;40;12
37;1;02/04/2020;75;28;21;9
37;2;02/04/2020;62;14;19;3
38;0;02/04/2020;199;58;96;16
38;1;02/04/2020;115;43;49;9
38;2;02/04/2020;81;15;47;7
39;0;02/04/2020;55;10;29;4
39;1;02/04/2020;24;6;17;3
39;2;02/04/2020;31;4;12;1
40;0;02/04/2020;17;6;10;1
40;1;02/04/2020;9;2;6;1
40;2;02/04/2020;7;3;4;0
41;0;02/04/2020;73;14;18;7
41;1;02/04/2020;47;12;10;4
41;2;02/04/2020;26;2;8;3
42;0;02/04/2020;435;94;120;62
42;1;02/04/2020;262;77;70;46
42;2;02/04/2020;168;17;50;16
43;0;02/04/2020;17;5;20;3
43;1;02/04/2020;14;5;7;2
43;2;02/04/2020;3;0;13;1
44;0;02/04/2020;204;52;91;38
44;1;02/04/2020;132;41;42;24
44;2;02/04/2020;71;11;49;14
45;0;02/04/2020;196;63;54;16
45;1;02/04/2020;117;49;27;9
45;2;02/04/2020;77;14;27;7
46;0;02/04/2020;13;6;14;0
46;1;02/04/2020;7;4;7;0
46;2;02/04/2020;6;2;7;0
47;0;02/04/2020;30;7;8;3
47;1;02/04/2020;18;5;2;3
47;2;02/04/2020;12;2;6;0
48;0;02/04/2020;9;1;8;0
48;1;02/04/2020;5;1;5;0
48;2;02/04/2020;4;0;3;0
49;0;02/04/2020;144;40;146;23
49;1;02/04/2020;85;31;71;14
49;2;02/04/2020;57;8;75;9
50;0;02/04/2020;57;21;23;11
50;1;02/04/2020;35;18;10;4
50;2;02/04/2020;21;3;12;6
51;0;02/04/2020;365;65;215;58
51;1;02/04/2020;219;48;85;39
51;2;02/04/2020;141;17;126;19
52;0;02/04/2020;66;12;23;8
52;1;02/04/2020;36;7;12;3
52;2;02/04/2020;30;5;11;5
53;0;02/04/2020;60;10;14;8
53;1;02/04/2020;29;9;6;3
53;2;02/04/2020;31;1;8;5
54;0;02/04/2020;465;166;154;85
54;1;02/04/2020;254;112;69;52
54;2;02/04/2020;186;48;79;33
55;0;02/04/2020;153;21;93;23
55;1;02/04/2020;92;17;43;12
55;2;02/04/2020;59;4;50;11
56;0;02/04/2020;138;30;95;35
56;1;02/04/2020;84;26;43;20
56;2;02/04/2020;54;4;52;15
57;0;02/04/2020;1030;175;362;242
57;1;02/04/2020;579;131;164;148
57;2;02/04/2020;442;43;192;93
58;0;02/04/2020;15;7;2;4
58;1;02/04/2020;6;6;1;3
58;2;02/04/2020;9;1;1;1
59;0;02/04/2020;703;239;257;101
59;1;02/04/2020;413;166;131;63
59;2;02/04/2020;284;72;125;38
60;0;02/04/2020;354;73;215;126
60;1;02/04/2020;191;54;121;80
60;2;02/04/2020;162;18;94;46
61;0;02/04/2020;58;8;42;7
61;1;02/04/2020;33;7;18;3
61;2;02/04/2020;25;1;24;4
62;0;02/04/2020;290;99;128;27
62;1;02/04/2020;170;75;71;16
62;2;02/04/2020;119;24;57;11
63;0;02/04/2020;74;33;29;3
63;1;02/04/2020;49;27;14;1
63;2;02/04/2020;25;6;15;2
64;0;02/04/2020;74;29;62;12
64;1;02/04/2020;45;18;31;7
64;2;02/04/2020;29;11;31;5
65;0;02/04/2020;41;6;16;3
65;1;02/04/2020;25;3;8;1
65;2;02/04/2020;16;3;8;2
66;0;02/04/2020;112;34;104;16
66;1;02/04/2020;57;24;41;7
66;2;02/04/2020;55;10;63;9
67;0;02/04/2020;1037;272;442;224
67;1;02/04/2020;629;209;238;133
67;2;02/04/2020;400;63;202;91
68;0;02/04/2020;1105;161;763;418
68;1;02/04/2020;601;116;407;271
68;2;02/04/2020;495;42;353;145
69;0;02/04/2020;1138;264;454;173
69;1;02/04/2020;625;191;200;92
69;2;02/04/2020;505;70;223;75
70;0;02/04/2020;77;15;60;28
70;1;02/04/2020;42;9;31;17
70;2;02/04/2020;35;6;28;11
71;0;02/04/2020;169;35;116;53
71;1;02/04/2020;96;28;56;30
71;2;02/04/2020;73;7;59;23
72;0;02/04/2020;106;22;58;16
72;1;02/04/2020;65;15;28;9
72;2;02/04/2020;40;7;30;7
73;0;02/04/2020;115;36;107;14
73;1;02/04/2020;68;29;54;5
73;2;02/04/2020;44;7;53;9
74;0;02/04/2020;254;81;217;46
74;1;02/04/2020;163;65;116;28
74;2;02/04/2020;87;16;99;18
75;0;02/04/2020;2838;782;954;455
75;1;02/04/2020;1737;571;552;303
75;2;02/04/2020;1072;207;394;150
76;0;02/04/2020;335;100;111;44
76;1;02/04/2020;191;72;49;31
76;2;02/04/2020;144;28;61;13
77;0;02/04/2020;619;170;307;95
77;1;02/04/2020;382;117;172;56
77;2;02/04/2020;233;52;134;39
78;0;02/04/2020;837;180;394;137
78;1;02/04/2020;503;137;226;83
78;2;02/04/2020;328;43;165;53
79;0;02/04/2020;29;6;27;5
79;1;02/04/2020;14;4;13;3
79;2;02/04/2020;15;2;14;2
80;0;02/04/2020;292;69;109;49
80;1;02/04/2020;169;44;49;31
80;2;02/04/2020;122;25;57;18
81;0;02/04/2020;59;24;17;3
81;1;02/04/2020;33;16;9;2
81;2;02/04/2020;26;8;8;1
82;0;02/04/2020;12;6;3;2
82;1;02/04/2020;11;5;1;2
82;2;02/04/2020;1;1;2;0
83;0;02/04/2020;198;50;195;28
83;1;02/04/2020;121;39;103;14
83;2;02/04/2020;76;11;92;14
84;0;02/04/2020;82;22;51;12
84;1;02/04/2020;49;16;20;7
84;2;02/04/2020;33;6;31;5
85;0;02/04/2020;57;17;29;7
85;1;02/04/2020;39;15;13;4
85;2;02/04/2020;18;2;16;3
86;0;02/04/2020;44;20;30;15
86;1;02/04/2020;30;16;15;5
86;2;02/04/2020;14;4;15;10
87;0;02/04/2020;64;17;20;6
87;1;02/04/2020;32;10;11;4
87;2;02/04/2020;32;7;8;2
88;0;02/04/2020;266;43;141;99
88;1;02/04/2020;136;29;70;62
88;2;02/04/2020;128;14;70;36
89;0;02/04/2020;97;19;15;9
89;1;02/04/2020;55;17;7;8
89;2;02/04/2020;41;2;8;1
90;0;02/04/2020;216;46;121;75
90;1;02/04/2020;126;31;72;42
90;2;02/04/2020;90;15;49;33
91;0;02/04/2020;758;183;196;80
91;1;02/04/2020;447;134;124;51
91;2;02/04/2020;303;46;72;28
92;0;02/04/2020;1748;360;610;211
92;1;02/04/2020;1099;280;316;131
92;2;02/04/2020;631;77;290;78
93;0;02/04/2020;1208;221;399;208
93;1;02/04/2020;742;156;236;117
93;2;02/04/2020;458;62;160;89
94;0;02/04/2020;1474;251;500;211
94;1;02/04/2020;834;177;277;129
94;2;02/04/2020;617;72;221;79
95;0;02/04/2020;791;154;527;174
95;1;02/04/2020;509;117;279;117
95;2;02/04/2020;282;37;245;57
971;0;02/04/2020;37;16;28;7
971;1;02/04/2020;22;13;14;3
971;2;02/04/2020;15;3;14;4
972;0;02/04/2020;57;20;31;3
972;1;02/04/2020;32;12;16;2
972;2;02/04/2020;25;8;15;1
973;0;02/04/2020;5;0;6;0
973;1;02/04/2020;4;0;4;0
973;2;02/04/2020;1;0;2;0
974;0;02/04/2020;54;2;24;0
974;1;02/04/2020;29;2;11;0
974;2;02/04/2020;25;0;13;0
976;0;02/04/2020;9;3;2;2
976;1;02/04/2020;6;3;1;2
976;2;02/04/2020;3;0;1;0
1;0;03/04/2020;100;31;74;17
1;1;03/04/2020;59;19;43;9
1;2;03/04/2020;38;11;27;8
2;0;03/04/2020;210;39;162;85
2;1;03/04/2020;120;21;65;52
2;2;03/04/2020;89;18;96;32
3;0;03/04/2020;40;13;54;7
3;1;03/04/2020;17;6;22;3
3;2;03/04/2020;21;6;32;4
4;0;03/04/2020;29;6;45;3
4;1;03/04/2020;13;5;18;2
4;2;03/04/2020;15;1;27;1
5;0;03/04/2020;64;16;37;1
5;1;03/04/2020;36;9;21;0
5;2;03/04/2020;28;7;16;1
6;0;03/04/2020;203;65;149;35
6;1;03/04/2020;124;44;62;22
6;2;03/04/2020;74;17;84;13
7;0;03/04/2020;95;16;125;24
7;1;03/04/2020;50;10;47;15
7;2;03/04/2020;28;2;66;6
8;0;03/04/2020;67;17;13;2
8;1;03/04/2020;45;12;9;1
8;2;03/04/2020;21;4;4;1
9;0;03/04/2020;16;6;8;1
9;1;03/04/2020;10;3;5;0
9;2;03/04/2020;6;3;3;1
10;0;03/04/2020;110;17;25;21
10;1;03/04/2020;61;11;16;18
10;2;03/04/2020;48;6;8;3
11;0;03/04/2020;99;19;55;24
11;1;03/04/2020;61;15;30;18
11;2;03/04/2020;38;4;25;6
12;0;03/04/2020;60;11;26;8
12;1;03/04/2020;38;9;10;4
12;2;03/04/2020;22;2;16;4
13;0;03/04/2020;1022;236;671;79
13;1;03/04/2020;600;170;324;43
13;2;03/04/2020;404;65;326;34
14;0;03/04/2020;131;47;37;11
14;1;03/04/2020;76;33;18;10
14;2;03/04/2020;54;14;19;1
15;0;03/04/2020;24;7;3;0
15;1;03/04/2020;15;5;3;0
15;2;03/04/2020;9;2;0;0
16;0;03/04/2020;18;7;21;3
16;1;03/04/2020;11;5;10;1
16;2;03/04/2020;6;1;11;2
17;0;03/04/2020;74;25;32;11
17;1;03/04/2020;44;18;18;8
17;2;03/04/2020;30;7;14;3
18;0;03/04/2020;43;13;10;14
18;1;03/04/2020;28;12;7;9
18;2;03/04/2020;15;1;3;5
19;0;03/04/2020;42;8;14;4
19;1;03/04/2020;24;7;11;4
19;2;03/04/2020;18;1;3;0
21;0;03/04/2020;212;62;290;67
21;1;03/04/2020;128;45;119;39
21;2;03/04/2020;84;17;168;28
22;0;03/04/2020;65;17;20;9
22;1;03/04/2020;34;12;9;5
22;2;03/04/2020;30;5;11;4
23;0;03/04/2020;11;5;2;0
23;1;03/04/2020;7;4;2;0
23;2;03/04/2020;4;1;0;0
24;0;03/04/2020;20;5;11;1
24;1;03/04/2020;12;4;5;1
24;2;03/04/2020;8;1;6;0
25;0;03/04/2020;173;72;151;43
25;1;03/04/2020;111;60;75;30
25;2;03/04/2020;60;11;76;13
26;0;03/04/2020;250;67;105;52
26;1;03/04/2020;155;52;52;33
26;2;03/04/2020;93;13;53;19
27;0;03/04/2020;63;12;22;11
27;1;03/04/2020;36;8;5;2
27;2;03/04/2020;26;4;16;9
28;0;03/04/2020;151;28;64;21
28;1;03/04/2020;88;21;32;11
28;2;03/04/2020;59;6;28;10
29;0;03/04/2020;74;32;55;7
29;1;03/04/2020;48;26;26;4
29;2;03/04/2020;26;6;28;3
2A;0;03/04/2020;72;22;48;24
2A;1;03/04/2020;34;17;21;16
2A;2;03/04/2020;38;5;27;8
2B;0;03/04/2020;16;3;68;2
2B;1;03/04/2020;9;1;36;2
2B;2;03/04/2020;7;2;32;0
30;0;03/04/2020;70;30;38;13
30;1;03/04/2020;42;23;23;10
30;2;03/04/2020;28;7;15;3
31;0;03/04/2020;226;97;136;13
31;1;03/04/2020;152;78;63;10
31;2;03/04/2020;74;19;73;3
32;0;03/04/2020;27;5;6;5
32;1;03/04/2020;20;5;4;4
32;2;03/04/2020;7;0;2;1
33;0;03/04/2020;311;87;281;36
33;1;03/04/2020;185;66;119;15
33;2;03/04/2020;126;21;161;21
34;0;03/04/2020;264;80;201;43
34;1;03/04/2020;157;64;87;24
34;2;03/04/2020;107;16;114;19
35;0;03/04/2020;129;36;72;16
35;1;03/04/2020;86;29;43;10
35;2;03/04/2020;43;7;29;6
36;0;03/04/2020;47;9;7;17
36;1;03/04/2020;28;5;2;9
36;2;03/04/2020;19;4;5;8
37;0;03/04/2020;148;46;47;16
37;1;03/04/2020;80;31;26;12
37;2;03/04/2020;67;14;21;4
38;0;03/04/2020;202;62;108;21
38;1;03/04/2020;115;46;55;13
38;2;03/04/2020;84;16;53;8
39;0;03/04/2020;60;11;36;10
39;1;03/04/2020;25;5;21;6
39;2;03/04/2020;35;6;15;4
40;0;03/04/2020;17;7;12;1
40;1;03/04/2020;10;3;7;1
40;2;03/04/2020;7;4;5;0
41;0;03/04/2020;67;13;32;10
41;1;03/04/2020;43;11;18;6
41;2;03/04/2020;24;2;14;4
42;0;03/04/2020;449;97;153;69
42;1;03/04/2020;270;78;84;51
42;2;03/04/2020;175;19;68;18
43;0;03/04/2020;20;5;23;3
43;1;03/04/2020;15;5;9;2
43;2;03/04/2020;5;0;14;1
44;0;03/04/2020;216;60;109;43
44;1;03/04/2020;142;48;52;26
44;2;03/04/2020;73;12;57;17
45;0;03/04/2020;218;73;65;20
45;1;03/04/2020;128;58;32;12
45;2;03/04/2020;87;14;33;8
46;0;03/04/2020;19;4;17;0
46;1;03/04/2020;12;3;7;0
46;2;03/04/2020;7;1;10;0
47;0;03/04/2020;29;7;11;3
47;1;03/04/2020;18;5;4;3
47;2;03/04/2020;11;2;7;0
48;0;03/04/2020;9;1;8;0
48;1;03/04/2020;5;1;5;0
48;2;03/04/2020;4;0;3;0
49;0;03/04/2020;152;53;163;27
49;1;03/04/2020;91;41;81;16
49;2;03/04/2020;60;11;82;11
50;0;03/04/2020;59;21;27;10
50;1;03/04/2020;36;17;12;3
50;2;03/04/2020;22;3;14;6
51;0;03/04/2020;355;68;237;67
51;1;03/04/2020;212;50;97;44
51;2;03/04/2020;139;18;136;22
52;0;03/04/2020;82;15;34;18
52;1;03/04/2020;45;11;19;5
52;2;03/04/2020;37;4;15;13
53;0;03/04/2020;66;12;14;9
53;1;03/04/2020;34;11;6;4
53;2;03/04/2020;32;1;8;5
54;0;03/04/2020;501;180;189;96
54;1;03/04/2020;266;123;88;60
54;2;03/04/2020;203;49;94;35
55;0;03/04/2020;154;20;105;25
55;1;03/04/2020;95;17;49;12
55;2;03/04/2020;57;3;56;13
56;0;03/04/2020;143;29;98;37
56;1;03/04/2020;83;24;44;22
56;2;03/04/2020;60;5;54;15
57;0;03/04/2020;1026;168;432;282
57;1;03/04/2020;586;122;194;171
57;2;03/04/2020;431;45;232;110
58;0;03/04/2020;21;7;2;5
58;1;03/04/2020;7;6;1;3
58;2;03/04/2020;14;1;1;2
59;0;03/04/2020;729;248;301;123
59;1;03/04/2020;424;176;162;71
59;2;03/04/2020;298;70;138;52
60;0;03/04/2020;356;72;243;141
60;1;03/04/2020;194;54;133;88
60;2;03/04/2020;160;17;110;53
61;0;03/04/2020;59;9;45;8
61;1;03/04/2020;34;8;20;4
61;2;03/04/2020;25;1;25;4
62;0;03/04/2020;343;116;157;34
62;1;03/04/2020;206;90;85;19
62;2;03/04/2020;137;26;71;15
63;0;03/04/2020;71;31;35;4
63;1;03/04/2020;47;26;18;1
63;2;03/04/2020;24;5;17;3
64;0;03/04/2020;77;30;54;13
64;1;03/04/2020;45;18;27;8
64;2;03/04/2020;32;12;27;5
65;0;03/04/2020;40;6;19;3
65;1;03/04/2020;27;3;10;1
65;2;03/04/2020;13;3;9;2
66;0;03/04/2020;103;34;122;16
66;1;03/04/2020;53;26;51;7
66;2;03/04/2020;50;8;71;9
67;0;03/04/2020;1064;283;528;252
67;1;03/04/2020;646;224;281;150
67;2;03/04/2020;409;59;245;102
68;0;03/04/2020;1100;163;820;441
68;1;03/04/2020;604;119;435;277
68;2;03/04/2020;487;41;382;162
69;0;03/04/2020;1202;276;510;184
69;1;03/04/2020;669;203;225;94
69;2;03/04/2020;526;70;254;84
70;0;03/04/2020;81;14;63;30
70;1;03/04/2020;43;9;34;18
