dep;sexe;jour;hosp;rea;rad;dc
13;0;06/04/2020;1169;254;793;121
13;1;06/04/2020;675;180;386;64
13;2;06/04/2020;476;74;386;54
14;0;06/04/2020;146;59;58;23
14;1;06/04/2020;85;45;31;18
14;2;06/04/2020;60;14;27;5
15;0;06/04/2020;28;7;3;0
15;1;06/04/2020;16;5;3;0
15;2;06/04/2020;12;2;0;0
16;0;06/04/2020;15;6;24;6
16;1;06/04/2020;9;4;12;3
16;2;06/04/2020;5;1;12;3
17;0;06/04/2020;81;26;41;15
17;1;06/04/2020;50;19;19;11
17;2;06/04/2020;31;7;22;4
18;0;06/04/2020;55;15;14;22
18;1;06/04/2020;30;13;8;12
18;2;06/04/2020;25;2;6;10
19;0;06/04/2020;44;8;17;9
19;1;06/04/2020;21;6;12;9
19;2;06/04/2020;22;1;5;0
21;0;06/04/2020;284;76;311;76
21;1;06/04/2020;162;52;133;46
21;2;06/04/2020;122;24;175;30
22;0;06/04/2020;75;17;29;11
22;1;06/04/2020;36;13;11;5
22;2;06/04/2020;39;4;18;6
23;0;06/04/2020;11;5;4;3
23;1;06/04/2020;8;4;2;2
23;2;06/04/2020;3;1;2;1
24;0;06/04/2020;28;6;15;1
24;1;06/04/2020;17;4;8;1
24;2;06/04/2020;11;2;7;0
25;0;06/04/2020;183;75;184;51
25;1;06/04/2020;112;59;90;33
25;2;06/04/2020;67;13;93;17
26;0;06/04/2020;260;71;133;63
26;1;06/04/2020;154;53;70;38
26;2;06/04/2020;104;16;63;25
27;0;06/04/2020;67;11;23;15
27;1;06/04/2020;41;9;6;5
27;2;06/04/2020;25;2;16;10
28;0;06/04/2020;166;30;96;29
28;1;06/04/2020;93;21;48;17
28;2;06/04/2020;65;8;43;12
29;0;06/04/2020;93;40;60;9
29;1;06/04/2020;57;31;29;6
29;2;06/04/2020;36;9;30;3
2A;0;06/04/2020;76;22;48;27
2A;1;06/04/2020;33;17;22;19
2A;2;06/04/2020;43;5;26;8
2B;0;06/04/2020;16;2;67;3
2B;1;06/04/2020;8;0;36;3
2B;2;06/04/2020;8;2;31;0
30;0;06/04/2020;106;41;45;17
30;1;06/04/2020;67;34;26;13
30;2;06/04/2020;39;7;19;4
31;0;06/04/2020;235;107;161;17
31;1;06/04/2020;160;87;79;13
31;2;06/04/2020;74;19;82;4
32;0;06/04/2020;28;5;8;7
32;1;06/04/2020;19;5;5;5
32;2;06/04/2020;9;0;3;2
33;0;06/04/2020;312;91;331;47
33;1;06/04/2020;185;72;140;20
33;2;06/04/2020;127;19;190;27
34;0;06/04/2020;265;70;241;54
34;1;06/04/2020;157;56;102;31
34;2;06/04/2020;107;14;139;23
35;0;06/04/2020;156;49;88;20
35;1;06/04/2020;94;35;56;12
35;2;06/04/2020;62;14;32;8
36;0;06/04/2020;63;10;9;21
36;1;06/04/2020;37;6;2;12
36;2;06/04/2020;25;4;7;9
37;0;06/04/2020;181;57;66;22
37;1;06/04/2020;96;42;36;16
37;2;06/04/2020;84;14;30;5
38;0;06/04/2020;241;65;137;27
38;1;06/04/2020;127;49;72;18
38;2;06/04/2020;111;16;65;9
39;0;06/04/2020;77;10;42;17
39;1;06/04/2020;32;5;22;9
39;2;06/04/2020;45;5;20;7
40;0;06/04/2020;21;14;20;4
40;1;06/04/2020;12;9;13;2
40;2;06/04/2020;9;5;7;2
41;0;06/04/2020;83;14;37;13
41;1;06/04/2020;53;10;20;8
41;2;06/04/2020;30;4;17;5
42;0;06/04/2020;487;107;187;77
42;1;06/04/2020;293;86;99;57
42;2;06/04/2020;190;21;87;20
43;0;06/04/2020;30;6;29;3
43;1;06/04/2020;18;6;11;2
43;2;06/04/2020;12;0;18;1
44;0;06/04/2020;261;69;138;47
44;1;06/04/2020;167;56;69;28
44;2;06/04/2020;93;13;68;19
45;0;06/04/2020;245;77;107;25
45;1;06/04/2020;145;62;48;16
45;2;06/04/2020;96;14;59;9
46;0;06/04/2020;19;8;28;0
46;1;06/04/2020;12;6;14;0
46;2;06/04/2020;7;2;14;0
47;0;06/04/2020;31;7;12;3
47;1;06/04/2020;18;5;5;3
47;2;06/04/2020;13;2;7;0
48;0;06/04/2020;8;1;9;0
48;1;06/04/2020;4;1;6;0
48;2;06/04/2020;4;0;3;0
49;0;06/04/2020;165;53;176;39
49;1;06/04/2020;101;43;90;24
49;2;06/04/2020;63;9;86;15
50;0;06/04/2020;70;24;32;15
50;1;06/04/2020;42;20;16;5
50;2;06/04/2020;24;3;15;9
51;0;06/04/2020;389;67;271;80
51;1;06/04/2020;224;49;116;50
51;2;06/04/2020;160;18;151;29
52;0;06/04/2020;109;18;50;27
52;1;06/04/2020;57;12;29;9
52;2;06/04/2020;52;6;21;18
53;0;06/04/2020;76;14;17;11
53;1;06/04/2020;37;11;8;6
53;2;06/04/2020;39;3;9;5
54;0;06/04/2020;512;171;242;117
54;1;06/04/2020;262;113;118;72
54;2;06/04/2020;223;51;115;44
55;0;06/04/2020;169;23;124;31
55;1;06/04/2020;101;19;62;16
55;2;06/04/2020;66;4;62;15
56;0;06/04/2020;147;35;119;48
56;1;06/04/2020;91;31;57;28
56;2;06/04/2020;56;4;62;20
57;0;06/04/2020;1011;173;567;358
57;1;06/04/2020;565;121;273;216
57;2;06/04/2020;436;50;288;141
58;0;06/04/2020;36;10;6;6
58;1;06/04/2020;17;9;0;3
58;2;06/04/2020;19;1;6;3
59;0;06/04/2020;872;264;391;165
59;1;06/04/2020;494;192;205;94
59;2;06/04/2020;367;70;186;70
60;0;06/04/2020;377;72;284;161
60;1;06/04/2020;202;54;155;98
60;2;06/04/2020;170;17;128;62
61;0;06/04/2020;65;15;58;9
61;1;06/04/2020;42;13;22;4
61;2;06/04/2020;23;2;36;5
62;0;06/04/2020;391;123;201;55
62;1;06/04/2020;218;94;113;31
62;2;06/04/2020;171;29;87;24
63;0;06/04/2020;84;39;48;7
63;1;06/04/2020;54;28;25;3
63;2;06/04/2020;30;11;23;4
64;0;06/04/2020;85;27;69;15
64;1;06/04/2020;44;16;35;10
64;2;06/04/2020;41;11;34;5
65;0;06/04/2020;55;7;25;7
65;1;06/04/2020;34;6;14;2
65;2;06/04/2020;21;1;11;5
66;0;06/04/2020;105;32;140;18
66;1;06/04/2020;57;25;57;9
66;2;06/04/2020;48;7;83;9
67;0;06/04/2020;1078;267;649;287
67;1;06/04/2020;642;201;356;172
67;2;06/04/2020;422;63;292;114
68;0;06/04/2020;1040;141;955;508
68;1;06/04/2020;555;99;515;321
68;2;06/04/2020;482;41;439;184
69;0;06/04/2020;1223;295;640;233
69;1;06/04/2020;679;219;299;125
69;2;06/04/2020;538;74;311;101
70;0;06/04/2020;79;16;72;44
70;1;06/04/2020;42;9;39;25
70;2;06/04/2020;37;7;32;19
71;0;06/04/2020;193;38;170;69
71;1;06/04/2020;103;28;84;40
71;2;06/04/2020;90;10;85;29
72;0;06/04/2020;106;24;87;21
72;1;06/04/2020;65;16;44;13
72;2;06/04/2020;41;8;43;8
73;0;06/04/2020;118;34;127;18
73;1;06/04/2020;67;26;66;10
73;2;06/04/2020;49;8;61;8
74;0;06/04/2020;292;95;269;64
74;1;06/04/2020;178;74;147;39
74;2;06/04/2020;109;21;118;25
75;0;06/04/2020;3119;838;1383;646
75;1;06/04/2020;1860;623;835;424
75;2;06/04/2020;1224;213;534;216
76;0;06/04/2020;364;114;167;65
76;1;06/04/2020;199;81;79;45
76;2;06/04/2020;164;32;87;20
77;0;06/04/2020;692;189;490;149
77;1;06/04/2020;430;134;282;84
77;2;06/04/2020;254;53;207;65
78;0;06/04/2020;963;184;514;195
78;1;06/04/2020;551;135;296;117
78;2;06/04/2020;402;48;215;77
79;0;06/04/2020;28;9;11;8
79;1;06/04/2020;13;4;5;4
79;2;06/04/2020;15;5;6;4
80;0;06/04/2020;364;72;156;90
80;1;06/04/2020;191;49;82;58
80;2;06/04/2020;169;23;71;32
81;0;06/04/2020;55;24;27;5
81;1;06/04/2020;30;16;15;4
81;2;06/04/2020;25;8;12;1
82;0;06/04/2020;18;10;6;3
82;1;06/04/2020;16;9;3;3
82;2;06/04/2020;2;1;3;0
83;0;06/04/2020;240;62;246;41
83;1;06/04/2020;142;47;130;21
83;2;06/04/2020;98;15;116;20
84;0;06/04/2020;87;22;69;16
84;1;06/04/2020;57;16;27;8
84;2;06/04/2020;30;6;42;8
85;0;06/04/2020;77;22;38;16
85;1;06/04/2020;44;16;20;10
85;2;06/04/2020;33;6;18;6
86;0;06/04/2020;61;28;37;17
86;1;06/04/2020;38;22;18;7
86;2;06/04/2020;23;6;19;10
87;0;06/04/2020;66;20;29;10
87;1;06/04/2020;30;11;15;6
87;2;06/04/2020;36;9;13;4
88;0;06/04/2020;269;36;200;125
88;1;06/04/2020;141;26;99;75
88;2;06/04/2020;126;10;100;50
89;0;06/04/2020;103;18;37;15
89;1;06/04/2020;57;16;18;12
89;2;06/04/2020;45;2;19;3
90;0;06/04/2020;221;42;164;89
90;1;06/04/2020;139;33;93;50
90;2;06/04/2020;82;9;71;39
91;0;06/04/2020;943;206;306;139
91;1;06/04/2020;516;143;187;86
91;2;06/04/2020;414;58;119;52
92;0;06/04/2020;1978;428;919;320
92;1;06/04/2020;1224;319;496;192
92;2;06/04/2020;735;106;418;126
93;0;06/04/2020;1406;235;570;296
93;1;06/04/2020;845;167;333;177
93;2;06/04/2020;548;63;234;117
94;0;06/04/2020;1811;292;694;351
94;1;06/04/2020;1004;203;393;213
94;2;06/04/2020;775;87;293;130
95;0;06/04/2020;850;165;721;259
95;1;06/04/2020;543;121;398;175
95;2;06/04/2020;305;43;319;84
971;0;06/04/2020;40;18;37;8
971;1;06/04/2020;26;15;16;3
971;2;06/04/2020;14;3;21;5
972;0;06/04/2020;55;20;37;4
972;1;06/04/2020;34;15;20;3
972;2;06/04/2020;21;5;17;1
973;0;06/04/2020;7;1;6;0
973;1;06/04/2020;6;1;4;0
973;2;06/04/2020;1;0;2;0
974;0;06/04/2020;45;4;43;0
974;1;06/04/2020;26;4;18;0
974;2;06/04/2020;19;0;25;0
976;0;06/04/2020;16;3;13;2
976;1;06/04/2020;9;3;8;2
976;2;06/04/2020;7;0;5;0
